"Species","Group","Median_S","LCI_S","UCI_S","Median_W","LCI_W","UCI_W","Median_diff","LCI_diff","UCI_diff"
"Great Barbet",2,1093,1052.02125,1136.65125,790.75,761,868.255,299.25,211.6825,365
"Ashy Drongo",2,919,868.10875,993.75625,272,272,272,647,596.10875,721.75625
"Eurasian Sparrowhawk",2,1433,1419,1580,485.15,413.79375,605.255,961.45,817.4,1107.9825
"Gray Wagtail",2,664,664,894.4575,272,262,272,395.725,392,622.7625
"Gray-winged Blackbird",2,1332,1332,1365,438.9,385.55,496.28875,910.45,840.95,967.5
"Himalayan Griffon",2,1271,1236.9725,1330.60375,340.4,297.94875,379.00125,932.1,878.19,1009.65
"White Wagtail",2,1580,1325.6,1580,265,262,271,1313.2,1060.6,1318
"White-capped Redstart",2,1220.7,1187.99375,1305.43,372,368,384.0025,848.7,812.4925,932.23
"Spotted Dove",0,272,272,272,272,272,272,0,0,0
"Black-headed Jay",0,1332,1332,1351.8,1258.55,1173.80875,1332,74,0,158.19125
"Eurasian Kestrel",2,1285,1191.135,1369,372.675,354.39625,409.0025,910.4,812.12625,997.11
"Gray-headed Canary-Flycatcher",2,1332,1332,1332,326,321,351.27125,1006,980.72875,1011
"Indian White-eye",0,272,272,272,272,272,272,0,0,0
"Rock Pigeon",0,272,272,272,272,266.45,272,0,0,5.55000000000001
"Scaly-bellied Woodpecker",0,1237,1234.7725,1252,1174.95,1098.94625,1255,62.0499999999998,-18,140.16625
"Spotted Forktail",2,1332,1311.5,1335.9,896.675,814.3,1013.7,433.3,312.4875,515.4225
"Black Drongo",2,272,272,272,262,256,262.25,10,9.59500000000002,16
"Common Kingfisher",0,272,263.8,324,296.55,262.94875,321.6525,-22.65,-51.35875,27.28125
"Eurasian Coot",2,1380.2,422,1580,262,260.2,262,1118.2,160,1318
"Eurasian Moorhen",2,345,316,403,262,262,263,82.6250000000001,53,141
"Gray Heron",2,403,299.45,406.8,262,262,262,141,37.45,144.8
"Little Grebe",0,310.25,262.39875,395.805,312.6,288.4,336.21,0.825000000000017,-66.45,85.30125
"Mallard",2,1579,1574.9975,1579.3025,330.5,320.4775,394.46125,1247.85,1184.53875,1257.95125
"White-throated Kingfisher",0,271,262,272,262,256,262,9.64999999999998,0,15.5
"Black-throated Tit",2,1332,1332,1346,1255,1248,1284.88875,77.025,47.78375,94.53
"Variegated Laughingthrush",1,1384.25,1369.34125,1453.9275,1534,1494.5,1556.0025,-143.95,-174.40125,-62.5
"Eurasian Jay",2,1731.25,1622.8,1776.03,1542,1529.65,1573.605,177.7,75.8924999999999,229.29875
"Gray-headed Woodpecker",0,591,565.0925,602,591,580.99875,602,0,-26.2424999999999,12
"Himalayan Woodpecker",0,1538.8,1488.45,1542,1542,1449.35,1542,0,-50.6024999999999,82.8112499999999
"Asian Barred Owlet",0,443,443,591.4925,442.6,423.595,470.5275,3.12499999999997,-22.215,144.00875
"Crested Kingfisher",0,365.4,336.6,372.95625,335,314.995,363,28,-14.16625,53
"Golden Eagle",2,2326.85,2111,2538.55,1847,1585.2,2026.4,463.05,164.94,795.0125
"Jungle Babbler",0,272,272,272,272,272,272,0,0,0
"Jungle Myna",2,449.375,418,584,269.45,245,299.005,185.9,144.445,312.28125
"Oriental Magpie-Robin",2,279,272.79875,285.3075,272,272,272,7,0.798750000000011,13.3075
"Red-wattled Lapwing",2,272,267.79625,272,262,262,262,10,5.79625000000001,10
"Lemon-rumped Warbler",2,1100,835.595,1369,565,480.8,591,564.675,265.74625,858.4375
"Blue-throated Barbet",2,558.325,443,601,413.8,382.4,439.35125,137.975,28.74375,191.4025
"Brownish-flanked Bush Warbler",2,1612,1587.55,1682.805,601.875,465.9,897,1012.5,718.45875,1164.2375
"Common Tailorbird",0,272,272,272,272,272,272,0,0,0
"Indian Pond-Heron",0,262,250.6,269.11,262,257,262,0,-11.4,9.005
"Little Egret",1,245.25,245,262,263,262,273.205,-17.05,-26.30625,-0.55000000000001
"Plum-headed Parakeet",0,272,272,279,272,272,272,0,0,7
"Black-chinned Babbler",1,386,386,388,530.9,438,591,-143.9,-205,-52
"Brown-fronted Woodpecker",2,1237,1063.58,1237,1008.45,932,1056.0425,192.05,30.38125,305
"Chestnut-bellied Nuthatch",0,414.7,388,446,377.25,338.67625,388,37.975,0,90.07
"Himalayan Prinia",2,995.7,918.99875,1050,861,831.5975,919,133,38.19875,189
"Kalij Pheasant",0,775,637.12625,789.8025,759.65,661.965,772.95375,12.925,-124,112.2
"Pied Kingfisher",1,245,244,245,257,253,262,-12,-17.4,-8
"Red-billed Leiothrix",0,666,666,696.25375,666,653.395,721.76125,0,-55.5175,34.0225
"Rufous Sibia",2,1599.3,1570,1639.4,943.225,919,1058.50625,641.3,524.9875,711
"Slaty-blue Flycatcher",2,1586.9,1584.9,1587,388,375.19,403,1199,1182.2,1212.6825
"Eurasian Hoopoe",2,323.225,321,372,259.9,247.24375,262.30125,66.975,59,119
"Slaty-headed Parakeet",2,921,827,1014.2,441.225,399,520.06,496.95,339.12,609.96125
"Long-tailed Minivet",2,1237,1157,1271,359.275,314.59,379.005,887.35,793.475,943.2025
"Eurasian Collared-Dove",2,272,272,272,262,255.5975,262,10,10,16.4025
"Long-tailed Shrike",2,584,552.99375,590,272,272,272,312,280.99375,318.00125
"Brown Dipper",2,1228.2,1186.2,1368.7,666.9,659.0475,762.6625,550.15,455.18,687.09875
"Greenish Warbler",2,407.625,319.99375,602,272,265.89625,272,136,48.59875,330
"Siberian Stonechat",2,1139.675,1093,1164,256.4,245,262,888.6,836.69875,912
"White-capped Bunting",2,1134,1071.3,1383.825,434.4,418,447.325,704.05,633.3,947.825
"Baya Weaver",0,245.8,245,272,262.6,262,272,-16.95,-26,9.85375000000002
"Black-winged Stilt",0,274.5,262.55,294,262,262,266.85625,11.725,-0.25,32
"Cattle Egret",2,266,262.5,271,262,255.7,262,4,0.5,12.15125
"Common Sandpiper",0,272,272,292.75,272,264.9,283.45375,0,-10.4,22.3
"Pied Bushchat",2,272,262,272,245.8,245,262,21.775,3.59500000000002,27
"White-breasted Waterhen",0,262,245,271.4,253,245,262,8.625,-11.915,19.0025
"Barn Swallow",2,409,388,409,272,267,272,137,116,142
"Gray-breasted Prinia",0,272,272,272,272,272,272,0,0,0
"Paddyfield Pipit",0,244.05,244,245,245,243.93625,246,-0.899999999999977,-1.70250000000004,0.80125000000001
"Red-rumped Swallow",2,550,438,584,272,272,272,278,166,312
"Indian Robin",0,272,272,272,272,267.0975,272,0,0,4.90249999999998
"Purple Sunbird",2,272,272,272,245,232.7975,271.55625,27,0.443749999999989,39.2025
"Indian Peafowl",2,272,259,272,246.6,245,267,20.025,2.74375,27
"Brown-headed Barbet",0,272,272,272,272,272,272,0,0,0
"Coppersmith Barbet",0,272,272,272,272,272,288,0,-16,0
"Green Bee-eater",1,271.5,261,272,301,272,342.6,-29,-77.6025,-0.346250000000025
"Red Junglefowl",0,272,272,272,284.9,272,304,-12.9,-32,0
"Scaly-breasted Munia",0,272,272,272,272,262,272,0,0,10
"White-throated Fantail",2,591,565,599,287,278.265,303.36625,297.95,269.1775,315.25625
"Ashy Prinia",0,272,272,272,263,262,272,9,0,10
"Asian Koel",0,272,272,272,272,272,285.3,0,-13.3,0
"Greater Coucal",2,284.775,272,294,262,258.5,262.0025,22.8,10,32.1575
"Indian Gray Hornbill",0,272,272,272,272,272,272,0,0,0
"Hill Partridge",0,1580,1580,1580,1573,1522.1,1660.5,7,-80.5,59.26125
"Chestnut-bellied Rock-Thrush",2,1256.05,1254.6,1330.0975,592.9,492.12125,666,670.175,588.8,775.25625
"Hume's Warbler",2,1331.2,1218.9575,1566.8,272,272,272,1059.2,946.9575,1294.8
"Pink-browed Rosefinch",2,1771.15,1646.5,1862,1255,1236.8,1266.8,515.65,389.235,612.10375
"Rosy Pipit",2,1580,1580,1585.85625,261.15,245,262.69125,1320.225,1317.30875,1339.55625
"Fulvous-breasted Woodpecker",0,424.225,332.1,440,371.3,329,388.5,47.55,-45.90875,95.40125
"Gray-capped Pygmy Woodpecker",0,386,372,388,372,351.975,387.55125,14,-4.50625,34.025
"Rusty-cheeked Scimitar-Babbler",0,591,591,599.9075,591,591,602,0,-11,4.81999999999994
"Small Minivet",2,272,272,284.49875,245,245,267,27,5,39.29875
"Brown Rock Chat",0,272,272,272,272,272,272,0,0,0
"Common Babbler",0,272,272,272,272,264,272,0,0,8
"Gray Francolin",0,272,272,272,269,262,272,3,0,10
"Laughing Dove",2,316.7,304,321,265,256.3,288.605,50.775,26.095,62.6
"Brahminy Starling",0,279,272,295,271.125,253,272,11,0,31.0025
"Common Redshank",2,1580,1580,3103.25,262,257,284.0975,1318,1296.70875,2843.025
"Gray-throated Martin",1,244.05,243.95,264.64125,265.275,258.3725,272,-20.05,-28.02375,-0.0587499999999618
"Rufous-bellied Niltava",2,1948.6,1893.99375,2035,470.05,438,591,1474.05,1341.995,1572.56125
"Citrine Wagtail",2,1580,1580,1582.4,258.6,245,262,1321.75,1318,1335
"Black-rumped Flameback",0,256.9,245,272,267,259,272,-10.6,-27,10
"Green Sandpiper",0,274.75,272,316.005,272,263.5975,285.55,3.07499999999999,-10.90125,44
"Indian Spot-billed Duck",0,276.775,270.65,294,267,262,310.505,7.20000000000002,-36.80125,31
"Spotted Owlet",0,272,272,272,259,245,272,13,0,27
"Bar-headed Goose",2,602,422,4101.1,262,262,262,340,160,3839.1
"Bank Myna",0,252.1,243.7,262.85,244.15,238,245,8.825,-1.10000000000002,22.95125
"Bluethroat",2,3164,3119,3179.6875,262,262,262,2902,2857,2917.6875
"Asian Pied Starling",2,264.05,263.45,272,262,249.085,263,7,1,19
"Rufous-naped Tit",0,1597.25,1558.25,1895.325,1601.2,1590,1606.15,-1.42500000000007,-43.5,290.17875
"Indian Roller",0,245,245,245,245,245,245,0,0,0
"Crested Serpent-Eagle",0,272,272,272,254.95,245.0975,272,17.05,0,26.9025
"Fire-fronted Serin",2,2599.2,2191,2697.25,1371.15,1263.995,1434,1202,823,1336.7125
"Shikra",0,272,272,272,270.5,263.2,272,1.5,0,8.80000000000001
"Hair-crested Drongo",2,372,372,377.505,307,295.9,321,65,51,77.15125
"Wire-tailed Swallow",0,245,245,267.8375,206,206,252.5875,39,-3.70500000000002,57
"Oriental Honey-buzzard",0,272,272,272,254.35,245,272,18.05,0,27
"Yellow-eyed Babbler",2,294,284.0925,312.15,272,272,276.615,22,8.18499999999999,40.15
"Orange-headed Thrush",0,386.45,386,421,264.25,252.6,488.85125,122.75,-89.3787500000001,167.02
"Puff-throated Babbler",1,384.6,372,386,491.325,434,584.0125,-106.425,-199.52,-49.2
"Verditer Flycatcher",2,1040.5,985,1094,313,280.2,372.0225,737.8,653.905,809.45875
"White-browed Wagtail",2,272,257.05,272,247,245,262,18.025,0.146250000000006,27
"Peregrine Falcon",0,386,369.2,408.835,368,332.855,385,18,-10.0725,53.1525
"Speckled Piculet",0,602,591,602,602,591,602,0,-11,11
"Whiskered Yuhina",2,1861.55,1782.8075,1862,727.6,647.955,773.1075,1123.55,1047.88625,1213.605
"Bearded Vulture",2,1653.625,1584,1838.075,1355.6,1270.7375,1570.85,304.725,47.48625,523.77125
"Chukar",0,1883.2,1729.7925,1981.38375,1754.05,1696.7,1857.0125,121.95,-73.0175,251.7425
"River Lapwing",0,245,245,245,245,245,253,0,-8,0
"Ruddy Shelduck",2,2242.25,426.9,3237,245,245,263,1997.25,180.4925,2989.46375
"Fire-breasted Flowerpecker",2,1862,1862,1931.6075,638.975,602,772.75125,1224,1090.25,1288.9625
"Black Francolin",0,629.75,601.45375,733.1175,579.2,437.04875,921.18125,53.275,-286.22125,208.51
"Red-billed Chough",2,2766.5,2745.25,2816,2232.85,2124.5,2375.935,562.5,390.92125,677.1525
"Yellow-billed Chough",2,2822.55,2724,2910,2054.7,1619.05,2259.74,809.8,528.4,1225.46875
"Lesser Whitethroat",2,2240.85,1809.6,2725.7425,272,272,272,1968.85,1537.6,2453.7425
"Red-naped Ibis",0,245,244,245,244.1,224.11625,245,0.674999999999983,-0.828750000000002,20.8837499999999
"Pale-billed Flowerpecker",2,591,526.89875,591,388,369.795,568.4025,202.3,11.7575,221.005
"White-throated Laughingthrush",0,1332,1332,1332,1248,1248,1332,84,0,84
"Himalayan Black-lored Tit",2,1256.4,1114.3725,1327,815.25,771,964,430.175,247.37625,523.78625
"Booted Eagle",2,1210,830.565,1357.375,292,271.9175,317.55,938.45,513.99,1064.475
"Common Iora",0,259,246.4,272,272,272,281.15375,-13,-26.9425,0
"Brown-headed Gull",2,1581.25,425.745,3578.5675,283,246.85,294.21,1324.35,142.06,3300.99
"Gray Treepie",2,602,602,602,508.9,446,591,93.0999999999998,11,156
"Hill Pigeon",2,2712.125,2664.8,2810.77625,1318.7,1255,1586,1391.25,1127.0975,1530.64625
"Snow Pigeon",2,2678.4,2672,2735.31,1595.2,1591.75,1665.5,1082.2,1012.58,1116.1925
"Little Swift",2,584,574.335,591,399.275,368,403,187.675,174.21875,216
"Collared Owlet",0,1332,1332,1332,1332.825,1326.7,1364.79375,-0.824999999999932,-32.79375,5.29999999999995
"Koklass Pheasant",2,1871,1773.5,2035,1689,1667,1804.4,177.475,46.86625,341.6925
"Himalayan Shrike-Babbler",2,1452.9,1452.9,1452.9,931.3,931.3,931.3,521.6,521.6,521.6
"Lesser Yellownape",0,395.35,386.4,591,514,435,596.0125,-84.575,-204.05625,81.2949999999999
"Himalayan Monal",2,2174.85,2124.3,2531.96,2039.25,1778.75,2111,133.7,21.3650000000001,472.155
"White-winged Redstart",2,3263,3230.4,3289.1125,3167.5,3164.5,3172.90875,95,63.1925000000003,121.125
"Horned Lark",2,3878.1,3694.83,3944.035,3198,3198,3198,680.1,496.83,746.035
"Chestnut-crowned Laughingthrush",2,1753.975,1657,1800.915,1293,1256.4,1320.85125,455.45,356.4925,515.005
"Asian Emerald Dove",1,345,301.995,372,388,388,392.4,-43.425,-87,-16
"Robin Accentor",2,3336.5,3225.3,3540,2807.4,2805,2817.2,527.95,417.05,733.4
"Eurasian Magpie",1,2742,2735.7,2764.55,3197,3197,3197.4,-455,-461.3,-432.45
"Bar-winged Flycatcher-shrike",0,372,372,386.6025,354,326,372,18.7,0,51.015
"Red-billed Blue-Magpie",0,666,661.24125,679.78625,666,658.0975,686.055,0,-23.605,18.2099999999999
"White-crested Laughingthrush",1,386,386,386,491,446,544.00625,-105,-158.00625,-60
"Dusky Crag-Martin",2,591,543.32125,599,399.775,381.29875,403,193.6,140.79625,211.20875
"White-tailed Nuthatch",2,1552.85,1526.7,1593.615,1416.6,1383,1515.285,143.875,38.3999999999999,197.20375
"Eurasian Nutcracker",1,1560.5,1457,1795.095,1862,1853.45,1912.2,-301.5,-416.5,-68.2
"White-collared Blackbird",2,2417,2403.4,2459.86875,1573.45,1494.7,1654.65625,844.3,763.1375,936.75625
"Greater Flameback",0,275.75,245.98,334,297,292.5,306.96,-21.6,-51.5,37
"Striated Laughingthrush",2,1332,1332,1332,1248,1248,1270,84,62,84
"Small Niltava",2,1332,1312.5,1332,441,402.23375,540.3,891,791.7,929.76625
"Black-hooded Oriole",0,247.3,245,272,259,245,272,-8,-27,17.2
"Stork-billed Kingfisher",0,305.875,282.05,357.70625,309.3,268.7375,354.49125,7.77499999999998,-46,62.905
"Jungle Owlet",0,245,245,245,245,245,259.41,0,-14.41,0
"Rufous-bellied Woodpecker",0,1650.775,1588.35,1743,1570,1542,1673.75,82.8000000000002,-39.71125,186.7
"Blue-bearded Bee-eater",0,245,245,245.02125,306.6,245,369.02125,-61.6,-124.02125,0
"Scarlet Minivet",2,594.425,427,754.29625,334.7,311.4,368,250.4,75.0225000000001,410.55875
"Lineated Barbet",2,334,326,368.405,300.75,291.3,321,31.25,10.19,71.15
"Green-tailed Sunbird",2,2145.2,2056.215,2173,620.5,504.055,792.0375,1519.875,1333.0975,1653
"Oriental Pied-Hornbill",0,245,245,245,259,245,284.45125,-14,-39.40125,0
"Maroon Oriole",2,1351.8,683.095,1381.50375,371.175,323.19875,436.715,973.75,314.8875,1048.35375
"Velvet-fronted Nuthatch",2,426.7,426.7,426.7,371.4,371.4,371.4,55.3,55.3,55.3
"Black-faced Warbler",2,1580,1549.6,1790.8,1333.25,1332,1388,241.75,192,451.25
"Red-whiskered Bulbul",0,272,253.585,272,249.5,245,272,19,-7.20125000000004,27
"Greater Yellownape",0,482,434.74125,600.4575,560.1,461.49875,627.0075,-73.225,-157.29,63.3162499999999
"Blue-winged Minla",0,1146.75,883.7,1332,1234.875,943.64375,1312.05,-3.60000000000002,-363.8675,337.7
"Bronzed Drongo",2,620.05,601.5875,665.2,422.6,407.375,448.3,188.95,171.75,251
"Streak-breasted Scimitar-Babbler",2,2173,2069.35625,2173,1784.4,1630,2102.89,378.5,32.5799999999999,543
